Greater/Lesser Coucal (<em class="sci">Centropus sinensis/bengalensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0070423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0166667	0.0	0.0188679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
coucal sp. (<em class="sci">Centropus sp.</em>)	0.0	0.0042735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Raffles's Malkoha (<em class="sci">Rhinortha chlorophaea</em>)	0.0213904	0.017094	0.0255591	0.0335917	0.045977	0.0254958	0.0503145	0.0440252	0.0427632	0.0276498	0.0436364	0.0101523	0.0	0.0	0.0070423	0.0136986	0.0173913	0.0410959	0.0102041	0.0333333	0.037037	0.0108696	0.0465116	0.0267857	0.0	0.0363636	0.0153846	0.029703	0.0	0.0	0.030303	0.0188679	0.0277778	0.0	0.09375	0.0015	0.0232558	0.0212766	0.0	0.005291	0.0	0.0131579	0.0114943	0.0297619	0.0151515	0.0071942	0.0067114	0.027933	
Red-billed Malkoha (<em class="sci">Zanclostomus javanicus</em>)	0.0160428	0.0042735	0.0015	0.002584	0.0172414	0.0028329	0.0062893	0.0031447	0.0098684	0.0092166	0.0	0.0050761	0.0073529	0.0	0.0070423	0.0136986	0.0	0.0136986	0.0204082	0.0083333	0.0185185	0.0	0.0155039	0.0	0.0379747	0.0363636	0.0	0.029703	0.0	0.0333333	0.0	0.0188679	0.0	0.0015	0.0	0.0625	0.0465116	0.0319149	0.0	0.0	0.0065359	0.0	0.0057471	0.0059524	0.0	0.0	0.0	0.0	
Chestnut-breasted Malkoha (<em class="sci">Phaenicophaeus curvirostris</em>)	0.0160428	0.0299145	0.0191693	0.0258398	0.045977	0.0368272	0.0377358	0.0566038	0.0625	0.0691244	0.0509091	0.071066	0.0514706	0.0909091	0.0352113	0.0684932	0.0695652	0.1369863	0.0612245	0.0916667	0.0277778	0.0	0.0775194	0.0714286	0.1265823	0.0545455	0.0769231	0.0891089	0.0344828	0.0166667	0.030303	0.0754717	0.0555556	0.0	0.09375	0.03125	0.0465116	0.0212766	0.0384615	0.037037	0.0196078	0.0328947	0.0057471	0.0178571	0.0151515	0.028777	0.0201342	0.0335196	
Green-billed Malkoha (<em class="sci">Phaenicophaeus tristis</em>)	0.171123	0.2008547	0.2108626	0.2041344	0.2298851	0.1983003	0.1886792	0.1792453	0.2401316	0.281106	0.2581818	0.2741117	0.25	0.2626263	0.1760563	0.2876712	0.3391304	0.2876712	0.3163265	0.3	0.1759259	0.2065217	0.2403101	0.1875	0.2658228	0.2	0.2	0.3069307	0.3103448	0.15	0.1212121	0.1886792	0.1944444	0.0	0.0625	0.25	0.1860465	0.106383	0.1346154	0.1269841	0.1437908	0.2105263	0.1896552	0.2083333	0.2424242	0.2661871	0.2281879	0.1675978	
malkoha sp. (<em class="sci">Cuculidae sp. (malkoha sp.)</em>)	0.0053476	0.0042735	0.0031949	0.0103359	0.0057471	0.0	0.0	0.0015	0.0015	0.0046083	0.0	0.0050761	0.0073529	0.0	0.0	0.0	0.0086957	0.0	0.0	0.0083333	0.0092593	0.0	0.0	0.0089286	0.0	0.0181818	0.0	0.0	0.0	0.0166667	0.0	0.0	0.0555556	0.0	0.0	0.0	0.0	0.0106383	0.0	0.0	0.0	0.0	0.0114943	0.0059524	0.0075758	0.0143885	0.0067114	0.0	
Chestnut-winged Cuckoo (<em class="sci">Clamator coromandus</em>)	0.0	0.0042735	0.0015	0.005168	0.0172414	0.0028329	0.0062893	0.0062893	0.0065789	0.0414747	0.0145455	0.0406091	0.0441176	0.1212121	0.0633803	0.0753425	0.0347826	0.0410959	0.0102041	0.0166667	0.0092593	0.0	0.0077519	0.0	0.0	0.0	0.0	0.0	0.0344828	0.0	0.0	0.0	0.0	0.0666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065789	0.0057471	0.0	0.0	0.0	0.0	0.0	
Asian Koel (<em class="sci">Eudynamys scolopaceus</em>)	0.1550802	0.2863248	0.2044728	0.2842377	0.2528736	0.1614731	0.2044025	0.1949686	0.2236842	0.2165899	0.1672727	0.213198	0.1323529	0.1616162	0.1197183	0.1369863	0.1043478	0.0958904	0.1122449	0.1	0.1111111	0.0543478	0.0775194	0.0714286	0.0886076	0.0545455	0.0923077	0.029703	0.0	0.0833333	0.030303	0.0188679	0.0277778	0.0666667	0.0	0.0625	0.0232558	0.0531915	0.1153846	0.0634921	0.0326797	0.0789474	0.0747126	0.1904762	0.1287879	0.2158273	0.1342282	0.1787709	
Asian Emerald Cuckoo (<em class="sci">Chrysococcyx maculatus</em>)	0.0213904	0.025641	0.0351438	0.0620155	0.0402299	0.0339943	0.0377358	0.0440252	0.0526316	0.0230415	0.0109091	0.0050761	0.0	0.0	0.0	0.0	0.0	0.0	0.0102041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0131579	0.0114943	0.0297619	0.030303	0.0359712	0.0201342	0.0167598	
Violet Cuckoo (<em class="sci">Chrysococcyx xanthorhynchus</em>)	0.0534759	0.0384615	0.057508	0.0620155	0.0402299	0.0311615	0.0283019	0.0345912	0.0394737	0.0276498	0.0363636	0.0203046	0.0220588	0.040404	0.028169	0.0410959	0.026087	0.0410959	0.0408163	0.0166667	0.0185185	0.0217391	0.0465116	0.0178571	0.0379747	0.0545455	0.0015	0.049505	0.0689655	0.0	0.030303	0.0566038	0.0277778	0.1333333	0.0	0.0015	0.0	0.0106383	0.0384615	0.015873	0.0392157	0.0328947	0.0632184	0.0714286	0.0151515	0.057554	0.0536913	0.0111732	
